Total.Household.Income,Region,Total.Food.Expenditure,Household.Head.Sex,Household.Head.Age,Type.of.Household,Total.Number.of.Family.members,House.Floor.Area,House.Age,Number.of.bedrooms,Electricity
1278446,X - Northern Mindanao,125904,Male,59,Extended Family,5,100,15,5,1
310180,X - Northern Mindanao,57721,Female,37,Single Family,4,50,17,5,1
357728,X - Northern Mindanao,75063,Male,55,Extended Family,2,50,30,1,1
146817,X - Northern Mindanao,47471,Male,38,Single Family,3,20,2,0,1
253652,X - Northern Mindanao,95940,Male,53,Extended Family,4,40,58,4,1
62271,X - Northern Mindanao,18913,Female,65,Single Family,1,40,35,1,1
479096,X - Northern Mindanao,145137,Male,35,Single Family,4,22,5,2,1
591768,X - Northern Mindanao,119929,Male,56,Extended Family,8,40,36,1,1
454900,X - Northern Mindanao,110298,Male,60,Single Family,4,192,25,4,1
256030,X - Northern Mindanao,33515,Female,78,Single Family,1,126,32,3,1
89448,X - Northern Mindanao,27914,Female,18,Single Family,1,20,16,3,1
84009,X - Northern Mindanao,24401,Female,23,Single Family,1,20,34,1,1
84000,X - Northern Mindanao,31338,Male,19,Single Family,1,18,35,1,1
172560,X - Northern Mindanao,50228,Female,63,Single Family,2,100,24,3,1
253835,X - Northern Mindanao,29521,Female,57,Single Family,4,25,25,1,1
237355,X - Northern Mindanao,48444,Male,22,Extended Family,5,168,10,1,1
89900,X - Northern Mindanao,39349,Female,43,Single Family,3,150,22,2,1
284640,X - Northern Mindanao,103311,Male,54,Extended Family,8,50,31,2,1
314663,X - Northern Mindanao,92478,Male,51,Extended Family,10,40,18,2,1
119500,X - Northern Mindanao,33104,Male,62,Single Family,4,100,15,2,1
119975,X - Northern Mindanao,52774,Male,58,Single Family,6,40,24,1,1
425664,X - Northern Mindanao,197165,Male,50,Single Family,3,70,15,2,1
569782,X - Northern Mindanao,179202,Male,47,Extended Family,11,45,18,4,1
139790,X - Northern Mindanao,59186,Male,31,Single Family,4,30,10,2,1
203239,X - Northern Mindanao,50628,Female,55,Extended Family,2,40,19,3,1
147220,X - Northern Mindanao,53427,Male,64,Single Family,1,40,15,3,1
256792,X - Northern Mindanao,124123,Male,46,Extended Family,8,30,9,2,1
586660,X - Northern Mindanao,133416,Female,80,Extended Family,5,50,17,3,1
252380,X - Northern Mindanao,63412,Female,58,Extended Family,9,40,40,2,1
241766,X - Northern Mindanao,59303,Male,29,Single Family,3,81,16,3,1
405169,X - Northern Mindanao,75640,Male,39,Single Family,2,20,8,2,1
276064,X - Northern Mindanao,85666,Male,58,Extended Family,7,30,29,2,1
229373,X - Northern Mindanao,34831,Female,72,Single Family,1,200,54,2,1
757765,X - Northern Mindanao,117295,Male,61,Extended Family,3,56,21,3,1
98412,X - Northern Mindanao,58799,Male,45,Single Family,6,15,10,1,1
129352,X - Northern Mindanao,70904,Male,43,Single Family,5,30,16,2,1
143573,X - Northern Mindanao,60935,Male,54,Extended Family,11,15,3,0,1
117661,X - Northern Mindanao,43273,Female,45,Extended Family,8,22,2,3,1
194219,X - Northern Mindanao,78585,Male,47,Single Family,5,30,32,2,1
42510,X - Northern Mindanao,27497,Male,49,Single Family,6,15,9,2,1
58696,X - Northern Mindanao,26058,Male,52,Single Family,2,15,5,1,0
113114,X - Northern Mindanao,59808,Male,48,Extended Family,9,15,2,3,1
184500,X - Northern Mindanao,63761,Male,34,Single Family,3,15,5,1,1
223449,X - Northern Mindanao,46359,Male,32,Single Family,4,20,10,2,1
118045,X - Northern Mindanao,55988,Male,29,Single Family,2,15,2,1,1
155523,X - Northern Mindanao,62190,Male,35,Single Family,5,15,8,1,1
86139,X - Northern Mindanao,65184,Male,44,Extended Family,6,20,12,0,1
37376,X - Northern Mindanao,18932,Male,49,Single Family,1,15,14,0,0
122100,X - Northern Mindanao,44259,Male,64,Single Family,4,20,4,2,1
313543,X - Northern Mindanao,73384,Male,57,Single Family,4,25,25,2,1
131336,X - Northern Mindanao,38214,Male,32,Single Family,4,25,25,1,1
113736,X - Northern Mindanao,38635,Female,61,Single Family,2,32,32,1,1
252420,X - Northern Mindanao,53763,Male,57,Single Family,5,20,7,0,1
86150,X - Northern Mindanao,41761,Male,36,Single Family,5,30,7,0,1
243000,X - Northern Mindanao,50378,Female,88,Single Family,4,97,28,4,1
95938,X - Northern Mindanao,26768,Female,63,Single Family,2,86,36,1,1
259659,X - Northern Mindanao,96246,Male,51,Extended Family,13,40,36,2,1
368002,X - Northern Mindanao,52901,Male,49,Single Family,3,50,20,2,1
186139,X - Northern Mindanao,70867,Female,49,Single Family,4,30,29,2,1
474891,X - Northern Mindanao,117384,Female,54,Single Family,6,100,25,3,1
344000,X - Northern Mindanao,95315,Male,65,Extended Family,5,40,7,2,1
412387,X - Northern Mindanao,126475,Female,67,Single Family,8,92,28,4,1
305620,X - Northern Mindanao,125935,Female,46,Single Family,3,50,35,2,1
541498,X - Northern Mindanao,105512,Female,40,Single Family,4,50,35,1,1
1643880,X - Northern Mindanao,363572,Female,69,Extended Family,7,200,19,5,1
845500,X - Northern Mindanao,126078,Male,70,Single Family,2,60,45,2,1
412115,X - Northern Mindanao,99261,Male,45,Extended Family,8,45,1,1,1
444730,X - Northern Mindanao,141252,Male,44,Single Family,4,60,20,2,1
359724,X - Northern Mindanao,92183,Male,46,Single Family,4,90,15,3,1
1691518,X - Northern Mindanao,235191,Male,53,Single Family,5,200,20,5,1
291254,X - Northern Mindanao,67397,Male,41,Single Family,5,60,15,2,1
561035,X - Northern Mindanao,167622,Male,65,Extended Family,11,120,22,5,1
594000,X - Northern Mindanao,68782,Male,74,Single Family,5,50,15,2,1
514860,X - Northern Mindanao,100479,Male,61,Extended Family,7,150,29,4,1
331250,X - Northern Mindanao,82292,Female,66,Single Family,5,54,22,2,1
207673,X - Northern Mindanao,59731,Male,35,Single Family,4,50,23,2,1
137828,X - Northern Mindanao,53619,Female,55,Single Family,4,30,25,1,1
256400,X - Northern Mindanao,61996,Male,32,Single Family,4,25,55,2,1
410324,X - Northern Mindanao,95424,Male,51,Extended Family,5,60,15,1,1
103475,X - Northern Mindanao,42482,Male,50,Single Family,2,16,15,2,1
386437,X - Northern Mindanao,79290,Male,51,Single Family,5,40,25,2,1
690185,X - Northern Mindanao,117147,Male,58,Single Family,3,125,35,4,1
272876,X - Northern Mindanao,68209,Male,58,Single Family,3,157,26,3,1
218512,X - Northern Mindanao,45512,Female,62,Single Family,2,59,30,2,1
138745,X - Northern Mindanao,46247,Female,72,Extended Family,4,15,3,0,1
248971,X - Northern Mindanao,61587,Male,67,Extended Family,3,80,30,3,1
68186,X - Northern Mindanao,17456,Male,28,Single Family,1,20,25,2,1
532864,X - Northern Mindanao,80078,Male,67,Single Family,3,80,41,3,1
269591,X - Northern Mindanao,67133,Male,38,Single Family,6,50,14,2,1
165761,X - Northern Mindanao,31294,Female,53,Single Family,2,50,25,2,1
126546,X - Northern Mindanao,35354,Male,64,Single Family,5,20,7,2,1
135946,X - Northern Mindanao,58572,Male,39,Single Family,6,65,45,2,1
96315,X - Northern Mindanao,41889,Male,58,Single Family,6,30,6,1,0
181258,X - Northern Mindanao,54478,Female,73,Extended Family,4,100,35,0,1
53806,X - Northern Mindanao,17186,Female,66,Single Family,1,40,25,2,1
120477,X - Northern Mindanao,37959,Female,81,Single Family,3,60,25,2,1
85187,X - Northern Mindanao,43042,Male,46,Single Family,5,40,25,3,1
73000,X - Northern Mindanao,17846,Male,47,Single Family,2,40,21,2,1
365008,X - Northern Mindanao,77640,Male,51,Single Family,7,27,33,2,1
209719,X - Northern Mindanao,63728,Male,74,Single Family,4,26,39,2,1
189256,X - Northern Mindanao,65021,Male,67,Extended Family,5,95,6,4,0
641500,X - Northern Mindanao,107395,Male,51,Single Family,4,43,39,3,1
172520,X - Northern Mindanao,91479,Male,35,Single Family,5,30,25,1,1
246100,X - Northern Mindanao,92945,Male,78,Extended Family,3,51,15,1,1
269623,X - Northern Mindanao,97126,Male,50,Extended Family,7,40,13,2,1
105941,X - Northern Mindanao,25697,Male,57,Single Family,2,26,27,2,1
469966,X - Northern Mindanao,121191,Male,55,Extended Family,7,70,13,3,1
171400,X - Northern Mindanao,55990,Female,39,Single Family,3,19,14,1,1
31724,X - Northern Mindanao,12843,Female,68,Single Family,2,21,5,1,1
467666,X - Northern Mindanao,114001,Female,45,Single Family,6,61,13,4,1
484116,X - Northern Mindanao,79678,Male,68,Extended Family,5,43,20,3,1
144103,X - Northern Mindanao,55997,Male,60,Extended Family,8,20,29,3,1
258776,X - Northern Mindanao,195079,Male,46,Extended Family,5,43,19,2,1
272002,X - Northern Mindanao,112282,Male,43,Single Family,6,29,17,2,1
102246,X - Northern Mindanao,25438,Female,59,Single Family,1,16,6,1,1
114295,X - Northern Mindanao,39965,Male,52,Single Family,4,35,13,2,0
73566,X - Northern Mindanao,16726,Male,80,Single Family,1,30,14,1,0
67970,X - Northern Mindanao,37522,Male,69,Single Family,3,24,25,2,1
52236,X - Northern Mindanao,18020,Male,63,Single Family,1,30,9,1,1
120120,X - Northern Mindanao,43319,Male,44,Single Family,4,50,10,2,1
139829,X - Northern Mindanao,44014,Male,65,Extended Family,4,75,15,3,1
96265,X - Northern Mindanao,50265,Female,74,Extended Family,6,35,13,3,1
131752,X - Northern Mindanao,39900,Male,71,Extended Family,3,25,17,1,1
142994,X - Northern Mindanao,37481,Male,46,Single Family,3,30,6,2,1
289400,X - Northern Mindanao,98944,Female,79,Extended Family,5,80,45,4,1
206230,X - Northern Mindanao,39248,Female,81,Single Family,2,49,33,4,1
185965,X - Northern Mindanao,57722,Male,47,Single Family,4,35,14,1,1
142660,X - Northern Mindanao,51702,Female,39,Single Family,6,40,35,1,1
204644,X - Northern Mindanao,60965,Male,45,Single Family,5,50,28,3,1
385620,X - Northern Mindanao,101979,Female,59,Extended Family,10,56,4,4,1
81870,X - Northern Mindanao,21700,Female,80,Single Family,1,100,33,3,1
621706,X - Northern Mindanao,115335,Male,41,Extended Family,9,90,50,5,1
49852,X - Northern Mindanao,20631,Female,58,Extended Family,2,30,29,1,1
155834,X - Northern Mindanao,63793,Male,51,Single Family,5,80,20,2,1
210418,X - Northern Mindanao,80501,Male,51,Extended Family,6,70,5,4,1
146860,X - Northern Mindanao,58414,Male,45,Extended Family,8,30,20,2,1
122189,X - Northern Mindanao,36032,Female,55,Single Family,2,30,24,1,0
297047,X - Northern Mindanao,89547,Female,73,Extended Family,11,80,35,1,1
118876,X - Northern Mindanao,30805,Male,65,Single Family,1,50,28,2,1
236835,X - Northern Mindanao,79131,Male,42,Single Family,7,50,9,3,1
481406,X - Northern Mindanao,130226,Female,40,Extended Family,7,70,40,3,1
426072,X - Northern Mindanao,63545,Male,63,Single Family,3,40,10,3,1
322103,X - Northern Mindanao,89997,Male,58,Extended Family,7,100,22,2,1
236759,X - Northern Mindanao,38782,Male,56,Extended Family,4,50,25,2,1
96934,X - Northern Mindanao,24272,Male,62,Single Family,4,20,35,1,1
102085,X - Northern Mindanao,56245,Female,48,Single Family,9,30,13,2,1
181722,X - Northern Mindanao,91362,Male,29,Single Family,4,100,30,3,1
167000,X - Northern Mindanao,56192,Male,63,Extended Family,5,80,5,2,1
114248,X - Northern Mindanao,28048,Female,66,Extended Family,2,100,10,3,1
66299,X - Northern Mindanao,34946,Male,68,Single Family,2,30,13,1,1
170127,X - Northern Mindanao,49528,Male,36,Single Family,5,15,11,0,1
481396,X - Northern Mindanao,74931,Female,64,Extended Family,3,60,37,2,1
129103,X - Northern Mindanao,52130,Male,45,Single Family,6,70,6,2,1
301058,X - Northern Mindanao,66173,Male,62,Single Family,4,85,27,2,1
113475,X - Northern Mindanao,42023,Male,49,Single Family,4,20,35,1,1
89760,X - Northern Mindanao,33270,Male,59,Extended Family,4,36,5,1,1
68685,X - Northern Mindanao,27901,Female,77,Extended Family,3,50,45,1,1
90361,X - Northern Mindanao,46722,Male,62,Extended Family,5,100,15,3,1
135022,X - Northern Mindanao,65771,Male,41,Single Family,3,100,34,3,1
81264,X - Northern Mindanao,53948,Male,35,Single Family,8,80,1,2,1
66182,X - Northern Mindanao,43786,Male,63,Single Family,3,80,19,2,1
106997,X - Northern Mindanao,63615,Male,53,Single Family,8,30,25,2,1
177507,X - Northern Mindanao,66593,Male,55,Single Family,6,80,26,2,1
143266,X - Northern Mindanao,59920,Male,50,Single Family,5,50,20,3,1
165477,X - Northern Mindanao,76650,Male,68,Extended Family,3,65,43,2,1
167669,X - Northern Mindanao,90832,Male,40,Extended Family,9,70,8,2,1
159458,X - Northern Mindanao,68583,Male,46,Extended Family,6,50,15,2,1
114900,X - Northern Mindanao,54087,Male,38,Single Family,6,30,4,1,1
133873,X - Northern Mindanao,34867,Male,44,Single Family,4,35,17,1,0
65936,X - Northern Mindanao,27290,Male,58,Extended Family,3,75,30,2,1
71449,X - Northern Mindanao,29010,Female,65,Extended Family,5,65,41,2,1
64945,X - Northern Mindanao,28612,Male,49,Single Family,5,40,7,1,1
82756,X - Northern Mindanao,26840,Male,30,Single Family,4,40,1,1,1
35601,X - Northern Mindanao,16843,Male,51,Single Family,1,20,2,1,0
66481,X - Northern Mindanao,22580,Male,32,Single Family,7,70,1,2,1
128241,X - Northern Mindanao,47735,Male,34,Single Family,8,50,7,2,1
118874,X - Northern Mindanao,48144,Male,48,Extended Family,5,50,10,1,1
78594,X - Northern Mindanao,31117,Male,35,Single Family,5,50,8,2,1
184145,X - Northern Mindanao,68479,Male,46,Extended Family,6,25,22,1,1
238354,X - Northern Mindanao,97891,Male,36,Single Family,7,30,16,2,1
141176,X - Northern Mindanao,60671,Male,52,Single Family,4,50,11,2,1
60604,X - Northern Mindanao,31484,Female,58,Single Family,2,40,40,1,1
92851,X - Northern Mindanao,41385,Male,32,Single Family,3,20,1,0,1
98484,X - Northern Mindanao,35233,Male,49,Single Family,5,20,4,1,0
143009,X - Northern Mindanao,55800,Male,50,Extended Family,5,55,3,2,1
134059,X - Northern Mindanao,42815,Male,65,Single Family,4,29,18,1,1
106363,X - Northern Mindanao,39503,Male,42,Single Family,8,50,16,1,0
152107,X - Northern Mindanao,56861,Male,37,Extended Family,6,30,10,1,1
157776,X - Northern Mindanao,73170,Male,33,Single Family,5,30,1,2,1
165924,X - Northern Mindanao,55821,Male,49,Single Family,5,50,20,2,1
59856,X - Northern Mindanao,29908,Male,38,Single Family,4,50,3,1,0
137021,X - Northern Mindanao,67381,Male,33,Extended Family,6,30,35,2,1
299597,X - Northern Mindanao,57669,Male,69,Extended Family,6,100,21,3,1
163873,X - Northern Mindanao,43363,Female,44,Single Family,3,18,15,2,1
345311,X - Northern Mindanao,60506,Male,44,Single Family,4,80,4,3,1
63035,X - Northern Mindanao,28499,Male,39,Single Family,5,50,34,2,1
47679,X - Northern Mindanao,38262,Male,61,Extended Family,7,50,20,1,1
93242,X - Northern Mindanao,42929,Female,50,Extended Family,6,100,20,1,1
109601,X - Northern Mindanao,25079,Female,66,Extended Family,4,80,6,2,1
44521,X - Northern Mindanao,20576,Female,75,Single Family,1,20,40,1,1
68434,X - Northern Mindanao,19306,Female,62,Extended Family,2,40,15,1,1
132116,X - Northern Mindanao,45811,Male,63,Extended Family,6,25,17,3,1
86370,X - Northern Mindanao,36219,Male,45,Single Family,7,20,8,1,0
103566,X - Northern Mindanao,32637,Male,43,Single Family,5,32,8,2,1
65046,X - Northern Mindanao,23272,Male,32,Single Family,3,30,3,1,1
120240,X - Northern Mindanao,55760,Male,68,Extended Family,5,50,25,2,1
95603,X - Northern Mindanao,47917,Female,73,Extended Family,8,70,20,1,1
61270,X - Northern Mindanao,42961,Male,42,Single Family,5,43,16,2,1
70284,X - Northern Mindanao,21368,Male,77,Single Family,3,40,35,3,1
215690,X - Northern Mindanao,43384,Male,44,Single Family,9,28,9,1,1
115252,X - Northern Mindanao,20379,Male,48,Single Family,2,40,10,2,0
109208,X - Northern Mindanao,25433,Male,64,Extended Family,4,30,30,2,1
101087,X - Northern Mindanao,37301,Female,73,Single Family,2,60,47,2,1
227869,X - Northern Mindanao,35807,Male,63,Single Family,5,54,12,2,1
195098,X - Northern Mindanao,53005,Male,52,Single Family,4,100,16,2,1
268157,X - Northern Mindanao,64719,Male,44,Single Family,3,85,15,3,1
132590,X - Northern Mindanao,32568,Female,81,Single Family,1,150,25,4,1
202382,X - Northern Mindanao,68940,Male,62,Single Family,6,150,17,2,0
345188,X - Northern Mindanao,71390,Male,60,Single Family,4,240,22,4,1
85158,X - Northern Mindanao,33286,Female,77,Single Family,5,80,26,0,1
214072,X - Northern Mindanao,54143,Male,34,Single Family,6,80,12,0,0
131220,X - Northern Mindanao,42041,Male,74,Single Family,2,80,35,2,1
87778,X - Northern Mindanao,38301,Male,65,Single Family,2,40,54,0,0
217278,X - Northern Mindanao,76421,Male,49,Single Family,6,50,26,1,1
210371,X - Northern Mindanao,62809,Male,42,Single Family,4,80,20,4,1
108307,X - Northern Mindanao,52661,Male,23,Single Family,4,80,55,4,1
337774,X - Northern Mindanao,170169,Male,51,Single Family,10,115,45,3,1
236494,X - Northern Mindanao,62879,Male,46,Single Family,4,100,35,1,1
120055,X - Northern Mindanao,49317,Male,59,Single Family,5,100,75,5,1
166829,X - Northern Mindanao,39182,Female,55,Single Family,2,100,75,5,1
439027,X - Northern Mindanao,88473,Male,46,Single Family,4,100,55,1,1
1032419,X - Northern Mindanao,133165,Female,58,Single Family,3,150,49,6,1
421330,X - Northern Mindanao,97911,Female,72,Single Family,5,80,17,2,1
341690,X - Northern Mindanao,73368,Female,19,Single Family,3,80,20,2,1
144774,X - Northern Mindanao,69796,Male,57,Single Family,5,200,30,2,1
634003,X - Northern Mindanao,99885,Male,63,Single Family,3,80,18,5,1
273769,X - Northern Mindanao,48311,Female,70,Single Family,2,80,46,4,1
149478,X - Northern Mindanao,33238,Female,66,Single Family,3,70,55,2,1
113864,X - Northern Mindanao,28814,Female,53,Single Family,3,85,28,3,1
67774,X - Northern Mindanao,43748,Male,39,Single Family,4,20,16,1,0
127528,X - Northern Mindanao,51751,Male,55,Single Family,4,100,30,3,1
56490,X - Northern Mindanao,29862,Male,39,Single Family,5,75,5,2,1
304476,X - Northern Mindanao,94172,Female,92,Extended Family,4,150,55,4,1
103725,X - Northern Mindanao,22805,Male,58,Single Family,2,30,5,1,1
74084,X - Northern Mindanao,28100,Male,46,Single Family,5,15,35,0,0
273279,X - Northern Mindanao,57041,Male,52,Single Family,3,32,15,2,1
199988,X - Northern Mindanao,28414,Male,42,Single Family,3,15,10,1,1
161720,X - Northern Mindanao,32142,Male,47,Single Family,6,15,14,2,1
1145524,X - Northern Mindanao,103040,Female,53,Single Family,6,85,16,3,1
569622,X - Northern Mindanao,110341,Male,21,Single Family,4,72,36,2,1
405428,X - Northern Mindanao,86274,Male,70,Single Family,6,100,44,2,1
71982,X - Northern Mindanao,23921,Female,81,Single Family,1,36,53,1,1
268203,X - Northern Mindanao,45744,Female,32,Single Family,3,15,19,2,1
187238,X - Northern Mindanao,79959,Male,51,Extended Family,6,20,39,2,1
138990,X - Northern Mindanao,53424,Male,51,Single Family,6,15,29,1,1
127173,X - Northern Mindanao,42808,Male,77,Single Family,4,50,19,2,1
177205,X - Northern Mindanao,49264,Male,63,Extended Family,4,30,39,2,1
167310,X - Northern Mindanao,43406,Female,60,Extended Family,3,40,30,1,1
369923,X - Northern Mindanao,144125,Male,55,Extended Family,9,30,15,2,1
272965,X - Northern Mindanao,47753,Female,69,Single Family,3,136,15,3,1
217048,X - Northern Mindanao,48908,Male,57,Extended Family,6,50,25,2,1
87968,X - Northern Mindanao,27596,Female,58,Single Family,1,55,12,2,1
57769,X - Northern Mindanao,24244,Female,45,Single Family,3,15,25,1,1
128673,X - Northern Mindanao,78664,Male,71,Extended Family,7,23,12,3,1
323870,X - Northern Mindanao,76075,Female,47,Extended Family,6,50,28,2,1
100075,X - Northern Mindanao,49965,Male,59,Extended Family,5,15,14,2,1
84049,X - Northern Mindanao,44668,Male,61,Extended Family,4,100,23,4,1
598403,X - Northern Mindanao,127658,Male,44,Extended Family,9,15,21,2,1
84194,X - Northern Mindanao,34672,Male,68,Single Family,2,15,25,1,1
355392,X - Northern Mindanao,73960,Male,68,Single Family,4,27,62,3,1
112583,X - Northern Mindanao,56906,Male,75,Extended Family,5,36,47,2,1
94717,X - Northern Mindanao,39582,Male,49,Extended Family,10,15,8,1,1
145445,X - Northern Mindanao,51581,Female,85,Single Family,4,15,3,1,1
58150,X - Northern Mindanao,20953,Female,77,Single Family,2,90,73,3,1
79739,X - Northern Mindanao,39465,Male,69,Extended Family,3,55,39,3,1
163938,X - Northern Mindanao,45765,Male,52,Extended Family,3,36,10,2,1
83250,X - Northern Mindanao,38493,Male,64,Extended Family,5,100,22,4,1
57135,X - Northern Mindanao,14497,Female,78,Single Family,1,45,20,2,1
228833,X - Northern Mindanao,59188,Male,65,Extended Family,5,90,24,2,1
135060,X - Northern Mindanao,66518,Male,43,Single Family,4,105,21,2,1
204580,X - Northern Mindanao,51352,Male,26,Single Family,5,90,8,1,1
327550,X - Northern Mindanao,62416,Female,79,Extended Family,7,115,10,2,1
139838,X - Northern Mindanao,52502,Male,61,Extended Family,7,100,34,2,1
205795,X - Northern Mindanao,61322,Male,55,Extended Family,7,110,12,2,1
74755,X - Northern Mindanao,48255,Male,41,Single Family,4,150,20,2,0
127850,X - Northern Mindanao,54979,Male,53,Single Family,4,90,19,1,1
273937,X - Northern Mindanao,71787,Male,66,Extended Family,9,50,3,2,1
141320,X - Northern Mindanao,61176,Male,50,Single Family,7,100,30,2,1
81445,X - Northern Mindanao,42906,Male,61,Extended Family,3,80,24,2,1
123224,X - Northern Mindanao,30339,Female,85,Extended Family,3,80,25,1,1
89797,X - Northern Mindanao,22483,Male,31,Single Family,3,66,12,1,1
138143,X - Northern Mindanao,30137,Male,35,Single Family,3,36,50,1,1
82028,X - Northern Mindanao,34008,Male,51,Single Family,4,45,17,2,1
231609,X - Northern Mindanao,37203,Male,73,Extended Family,4,30,37,2,1
219198,X - Northern Mindanao,45407,Female,63,Extended Family,6,30,40,2,1
138768,X - Northern Mindanao,55775,Female,66,Single Family,3,100,14,2,1
171520,X - Northern Mindanao,65429,Male,30,Extended Family,6,120,20,3,1
94690,X - Northern Mindanao,43187,Male,76,Extended Family,4,80,5,1,1
239625,X - Northern Mindanao,71545,Female,54,Single Family,4,80,11,1,1
134440,X - Northern Mindanao,59487,Male,40,Single Family,5,45,4,1,1
127930,X - Northern Mindanao,58518,Male,59,Single Family,11,110,20,2,1
519882,X - Northern Mindanao,160343,Male,59,Single Family,8,106,23,3,1
276840,X - Northern Mindanao,109949,Male,56,Single Family,9,112,31,3,1
245605,X - Northern Mindanao,90923,Male,38,Single Family,7,100,15,1,1
216224,X - Northern Mindanao,61779,Male,50,Single Family,5,130,24,2,1
94340,X - Northern Mindanao,44780,Male,31,Single Family,6,70,28,2,1
487600,X - Northern Mindanao,88418,Male,56,Single Family,5,150,17,3,1
121076,X - Northern Mindanao,48002,Male,49,Single Family,5,110,20,2,1
216961,X - Northern Mindanao,67116,Female,50,Single Family,4,100,5,2,1
106577,X - Northern Mindanao,52749,Male,38,Single Family,6,35,95,1,1
128586,X - Northern Mindanao,69217,Male,40,Single Family,7,29,45,1,1
159252,X - Northern Mindanao,76419,Male,57,Single Family,4,70,21,2,1
142954,X - Northern Mindanao,76578,Male,61,Extended Family,9,85,33,2,1
257222,X - Northern Mindanao,79806,Male,62,Extended Family,8,74,19,2,1
117398,X - Northern Mindanao,80262,Male,46,Extended Family,8,25,65,1,1
139998,X - Northern Mindanao,78586,Male,46,Single Family,7,35,22,1,1
159556,X - Northern Mindanao,50818,Male,39,Single Family,3,80,17,1,1
190288,X - Northern Mindanao,49485,Male,57,Single Family,2,25,35,0,1
470056,X - Northern Mindanao,118905,Male,54,Single Family,4,114,16,3,1
118285,X - Northern Mindanao,62838,Male,48,Single Family,4,50,27,2,1
204110,X - Northern Mindanao,105859,Female,59,Extended Family,8,90,28,3,1
159158,X - Northern Mindanao,87683,Male,46,Extended Family,7,100,19,2,1
216358,X - Northern Mindanao,76939,Male,40,Extended Family,6,90,16,2,1
100490,X - Northern Mindanao,54042,Male,35,Single Family,4,82,20,2,1
95046,X - Northern Mindanao,48914,Male,27,Single Family,3,100,35,2,1
103554,X - Northern Mindanao,65483,Male,29,Single Family,5,80,35,1,1
447968,X - Northern Mindanao,90864,Male,49,Single Family,4,150,40,4,1
554538,X - Northern Mindanao,99239,Female,39,Single Family,4,55,12,2,1
241336,X - Northern Mindanao,102865,Male,40,Extended Family,5,60,35,2,1
121528,X - Northern Mindanao,64533,Male,63,Single Family,6,80,26,2,1
149400,X - Northern Mindanao,60644,Male,44,Extended Family,3,80,30,1,1
464014,X - Northern Mindanao,124207,Male,68,Extended Family,8,120,16,4,1
889404,X - Northern Mindanao,133240,Female,47,Single Family,4,54,27,2,1
99170,X - Northern Mindanao,52072,Male,67,Single Family,3,80,35,1,1
357624,X - Northern Mindanao,94035,Male,37,Single Family,4,100,35,2,1
96230,X - Northern Mindanao,49834,Male,45,Single Family,4,125,25,2,1
389600,X - Northern Mindanao,116104,Female,40,Single Family,6,166,3,3,1
160529,X - Northern Mindanao,50816,Male,52,Extended Family,4,280,16,3,1
496975,X - Northern Mindanao,130959,Male,49,Single Family,6,90,14,3,1
93773,X - Northern Mindanao,31928,Female,46,Extended Family,5,300,17,2,1
151819,X - Northern Mindanao,55570,Male,45,Extended Family,4,32,4,2,1
106790,X - Northern Mindanao,62244,Female,55,Extended Family,5,100,55,1,1
84384,X - Northern Mindanao,38437,Female,61,Extended Family,5,80,40,2,1
169443,X - Northern Mindanao,76180,Male,61,Extended Family,7,140,26,1,1
173337,X - Northern Mindanao,63804,Male,58,Single Family,6,85,30,3,1
164525,X - Northern Mindanao,44022,Female,75,Extended Family,2,120,10,1,1
98660,X - Northern Mindanao,44085,Female,60,Extended Family,4,80,20,2,1
87394,X - Northern Mindanao,64670,Male,76,Extended Family,7,55,8,2,1
134570,X - Northern Mindanao,56904,Male,35,Single Family,5,80,24,1,1
129530,X - Northern Mindanao,45286,Female,42,Single Family,1,32,11,2,1
192673,X - Northern Mindanao,108242,Male,77,Extended Family,13,50,22,3,1
164184,X - Northern Mindanao,78023,Female,33,Single Family,6,75,5,2,1
111330,X - Northern Mindanao,27232,Female,62,Single Family,1,40,25,1,1
61469,X - Northern Mindanao,40542,Male,61,Single Family,3,40,10,2,1
88290,X - Northern Mindanao,38361,Male,51,Extended Family,4,100,4,3,1
201079,X - Northern Mindanao,75824,Female,44,Extended Family,5,40,11,0,1
77145,X - Northern Mindanao,48836,Male,42,Single Family,6,49,7,0,1
94887,X - Northern Mindanao,51869,Male,46,Extended Family,5,50,10,2,1
105305,X - Northern Mindanao,61217,Male,51,Extended Family,8,48,25,1,1
50529,X - Northern Mindanao,28511,Female,85,Single Family,3,40,10,1,1
700485,X - Northern Mindanao,154602,Male,50,Single Family,5,80,20,2,1
36498,X - Northern Mindanao,22433,Male,50,Single Family,4,25,4,0,1
83182,X - Northern Mindanao,56941,Male,50,Single Family,7,60,10,3,1
178105,X - Northern Mindanao,68102,Male,48,Extended Family,6,40,25,2,1
153718,X - Northern Mindanao,68462,Female,52,Single Family,5,36,7,2,1
225394,X - Northern Mindanao,105362,Female,61,Extended Family,9,60,12,2,1
43974,X - Northern Mindanao,31328,Female,70,Extended Family,3,30,23,1,1
105884,X - Northern Mindanao,49590,Female,51,Single Family,4,45,24,1,1
1305080,X - Northern Mindanao,243492,Male,52,Extended Family,9,90,23,3,1
63390,X - Northern Mindanao,29015,Female,56,Single Family,2,49,6,0,1
388762,X - Northern Mindanao,87630,Female,44,Single Family,5,40,22,1,1
45572,X - Northern Mindanao,19132,Male,31,Single Family,1,60,5,2,1
